,id,title,all
1412,169,Predator 2,stephen hopkins kevin peter hall science fiction predator
1413,8090,Untraceable,gregory hoblit diane lane drama suicide
1414,11622,Blast from the Past,hugh wilson brendan fraser comedy isolation
1415,3604,Flash Gordon,mike hodges sam j. jones science fiction emperor
1416,9541,Jersey Girl,kevin smith ben affleck comedy yuppie
1417,94348,Alex Cross,rob cohen tyler perry action ex military
1418,8197,Midnight in the Garden of Good and Evil,clint eastwood john cusack crime drag queen
1419,336004,Heist,scott mann jeffrey dean morgan crime casino
1420,35019,Nanny McPhee and the Big Bang,susanna white emma thompson comedy nanny
1421,10410,Hoffa,danny devito jack nicholson crime policy and organisations
1422,8836,The X Files: I Want to Believe,chris carter david duchovny drama extraterrestrial technology
1423,14442,Ella Enchanted,tommy o'haver anne hathaway family elves
1424,321741,Concussion,peter landesman will smith drama american football
1425,59965,Abduction,john singleton taylor lautner thriller cia
1426,14175,Valiant,gary chapman ewan mcgregor animation animation
1427,11004,Wonder Boys,curtis hanson michael douglas comedy adultery
1428,11918,Superhero Movie,craig mazin drake bell action anti hero
1429,98357,Broken City,allen hughes mark wahlberg thriller mayor
1430,10012,Cursed,wes craven portia de rossi horror brother sister relationship
1431,49526,Premium Rush,david koepp joseph gordon-levitt crime new york
1432,268920,Hot Pursuit,anne fletcher reese witherspoon action texas
1433,9093,The Four Feathers,shekhar kapur heath ledger war islam
1434,119283,Parker,taylor hackford jason statham action professional thief
1435,11823,Wimbledon,richard loncraine kirsten dunst comedy tennis
1436,35169,Furry Vengeance,roger kumble brendan fraser comedy bear
1437,118957,Bait,kimble rendall sharni vinson action drowning
1438,849,Krull,peter yates ken marshall fantasy kingdom
1439,4515,Lions for Lambs,robert redford robert redford action journalist
1440,18886,Flight of the Intruder,john milius danny glover action bomber
1441,6575,Walk Hard: The Dewey Cox Story,jake kasdan john c. reilly comedy music record
1442,6440,The Shipping News,lasse hallström kevin spacey drama sex
1443,13496,American Outlaws,les mayfield colin farrell action sheriff
1444,18320,The Young Victoria,jean-marc vallée emily blunt drama royal family
1445,22787,Whiteout,dominic sena kate beckinsale action airplane
1446,8967,The Tree of Life,terrence malick brad pitt drama philosophy
1447,37498,Knock Off,tsui hark jean-claude van damme action parking garage
1448,144336,Sabotage,david ayer arnold schwarzenegger action drug cartel
1449,9616,The Order,brian helgeland heath ledger drama riddle
1450,13056,Punisher: War Zone,lexi alexander ray stevenson action broken neck
1451,14113,Zoom,peter hewitt tim allen family superhero
1452,285783,The Walk,robert zemeckis joseph gordon-levitt adventure 1970s
1454,9726,A Good Year,ridley scott russell crowe comedy provence
1455,20763,Radio Flyer,richard donner elijah wood drama step father
1456,9702,Bound by Honor,taylor hackford damian chapa action juvenile prison
1457,9311,Smilla's Sense of Snow,bille august julia ormond action copenhagen
1458,9280,Femme Fatale,brian de palma rebecca romijn thriller paris
1459,26843,Lion of the Desert,moustapha akkad anthony quinn action italy
1460,11876,The Horseman on the Roof,jean-paul rappeneau juliette binoche war italian
1461,22267,Ride with the Devil,ang lee tobey maguire drama civil war
1462,45958,Biutiful,alejandro gonzález iñárritu javier bardem drama immigrant
1463,1969,Bandidas,joachim rønning penélope cruz action mexico
1465,198663,The Maze Runner,wes ball dylan o'brien action based on novel
1466,239573,Unfinished Business,ken scott vince vaughn comedy europe
1467,10436,The Age of Innocence,martin scorsese daniel day-lewis drama upper class
1468,1381,The Fountain,darren aronofsky hugh jackman drama brain tumor
1470,127493,Stolen,simon west nicolas cage action taxi driver
1471,12429,Ponyo,hayao miyazaki yuria nara animation mother
1472,228205,The Longest Ride,"george tillman, jr. scott eastwood drama based on novel"
1473,2900,The Astronaut's Wife,rand ravich johnny depp drama wife husband relationship
1474,21311,I Dreamed of Africa,hugh hudson kim basinger romance africa
1475,77875,Playing for Keeps,gabriele muccino gerard butler comedy mother
1476,192136,Mandela: Long Walk to Freedom,justin chadwick idris elba drama prison
1477,18254,Reds,warren beatty warren beatty drama journalist
1478,881,A Few Good Men,rob reiner tom cruise drama suicide
1479,10877,Exit Wounds,andrzej bartkowiak steven seagal action corruption
1480,9600,Big Momma's House,raja gosnell martin lawrence crime 绝地奶霸
1481,202575,Thunder and the House of Magic,ben stassen brianne siddall family magic
1482,71469,The Darkest Hour,chris gorak emile hirsch horror alien invasion
1483,85446,Step Up Revolution,scott speer kathryn mccormick music flash mob
1484,326,Snakes on a Plane,david r. ellis samuel l. jackson action snake
1485,10685,The Watcher,joe charbanic james spader mystery chicago
1486,7220,The Punisher,jonathan hensleigh thomas jane action chain
1487,9763,Goal!: The Dream Begins,danny cannon kuno becker drama restaurant
1488,72387,Safe,boaz yakin jason statham action broken trachea
1489,12596,Pushing Tin,mike newell john cusack comedy competition
1490,1892,Return of the Jedi,richard marquand mark hamill adventure rebel
1491,13460,Doomsday,neil marshall rhona mitra action dystopia
1492,8055,The Reader,stephen daldry kate winslet drama germany
1493,50647,Wanderlust,david wain paul rudd comedy hippie
1494,10719,Elf,jon favreau will ferrell comedy holiday
1495,9294,Phenomenon,jon turteltaub john travolta drama brain tumor
1496,11888,Snow Dogs,brian levant jim belushi adventure adoption
1497,9647,Scrooged,richard donner bill murray fantasy holiday
1498,9353,Nacho Libre,jared hess jack black comedy nun
1499,55721,Bridesmaids,paul feig kristen wiig comedy competition
1500,109414,This Is the End,seth rogen james franco action rape
1501,10307,Stigmata,rupert wainwright patricia arquette horror vatican
1502,11978,Men of Honor,"george tillman, jr. robert de niro drama diving"
1503,22907,Takers,john luessenhop chris brown action heist
1504,87567,The Big Wedding,justin zackham robert de niro comedy adoption
1505,38322,"Big Mommas: Like Father, Like Son",john whitesell martin lawrence crime undercover
1506,45612,Source Code,duncan jones jake gyllenhaal thriller bomb
1507,7305,Alive,frank marshall ethan hawke action rugby
1508,3594,The Number 23,joel schumacher jim carrey thriller suicide
1509,157841,The Young and Prodigious T.S. Spivet,jean-pierre jeunet kyle catlett adventure train
1510,11519,1941,steven spielberg dan aykroyd action submarine
1511,12920,Dreamer: Inspired By a True Story,john gatins kurt russell drama horse race
1512,59,A History of Violence,david cronenberg viggo mortensen drama robbery
1513,9335,Transporter 2,louis leterrier jason statham action martial arts
1514,12106,The Quick and the Dead,sam raimi sharon stone action gunslinger
1515,11141,Laws of Attraction,peter howitt pierce brosnan action irland
1516,8649,Bringing Out the Dead,martin scorsese nicolas cage drama new york
1517,31867,Repo Men,miguel sapochnik jude law action dystopia
1518,10253,Dragon Wars: D-War,shim hyung-rae jason behr fantasy giant snake
1519,3587,Bogus,norman jewison whoopi goldberg fantasy circus
1520,124459,The Incredible Burt Wonderstone,don scardino steve carell comedy magic
1521,24662,Cats Don't Dance,mark dindal scott bakula animation dance
1523,182,The Good German,steven soderbergh george clooney war berlin
1524,5494,George and the Dragon,tom reeve james purefoy adventure swordplay
1525,28,Apocalypse Now,francis ford coppola martin sheen drama guerrilla
1526,38073,Going the Distance,nanette burstein drew barrymore comedy male nudity
1527,2054,Mr. Holland's Opus,stephen herek richard dreyfuss music composer
1528,302156,Criminal,ariel vromen kevin costner action cia
1529,606,Out of Africa,sydney pollack meryl streep drama dancing
1530,87502,Flight,robert zemeckis denzel washington drama confession
1531,698,Moonraker,lewis gilbert roger moore action venice
1532,120467,The Grand Budapest Hotel,wes anderson ralph fiennes comedy hotel
1533,11313,Hearts in Atlantis,scott hicks anthony hopkins drama american football
1534,6488,Arachnophobia,frank marshall jeff daniels comedy small town
1535,10559,Frequency,gregory hoblit dennis quaid crime new york
1536,296099,Vacation,john francis daley ed helms comedy route 66
1537,8012,Get Shorty,barry sonnenfeld john travolta comedy gambling
1538,1574,Chicago,rob marshall catherine zeta-jones action chicago
1539,9032,Big Daddy,dennis dugan adam sandler comedy bachelor
1540,2770,American Pie 2,j.b. rogers jason biggs comedy sex
1541,862,Toy Story,john lasseter tom hanks animation jealousy
1542,1637,Speed,jan de bont keanu reeves action bomb
1543,72570,The Vow,michael sucsy rachel mcadams drama coma
1545,10637,Remember the Titans,boaz yakin denzel washington drama ku klux klan
1546,1669,The Hunt for Red October,john mctiernan alec baldwin action submarine
1547,132363,The Butler,lee daniels forest whitaker drama white house
1548,9472,DodgeBall: A True Underdog Story,rawson marshall thurber vince vaughn comedy underdog
1549,2907,The Addams Family,barry sonnenfeld raúl juliá horror dead wish
1550,9273,Ace Ventura: When Nature Calls,steve oedekerk jim carrey crime africa
1551,9880,The Princess Diaries,garry marshall anne hathaway comedy heir to the throne
1552,2925,The First Wives Club,hugh wilson goldie hawn comedy divorce
1553,807,Se7en,david fincher brad pitt crime self-fulfilling prophecy
1554,17654,District 9,neill blomkamp sharlto copley science fiction slum
1555,11836,The SpongeBob SquarePants Movie,stephen hillenburg tom kenny animation ocean
1556,322,Mystic River,clint eastwood sean penn thriller child abuse
1557,70,Million Dollar Baby,clint eastwood clint eastwood drama transporter
1558,9535,Analyze This,harold ramis robert de niro comedy new york
1559,11036,The Notebook,nick cassavetes rachel mcadams romance poem
1560,6557,27 Dresses,anne fletcher katherine heigl comedy lovesickness
1561,18126,Hannah Montana: The Movie,peter chelsom miley cyrus comedy double life
1562,16340,Rugrats in Paris: The Movie,stig bergqvist e.g. daily adventure paris
1563,10333,The Prince of Tides,barbra streisand nick nolte drama american football
1564,4476,Legends of the Fall,edward zwick brad pitt adventure brother brother relationship
1565,22947,Up in the Air,jason reitman george clooney drama suitcase
1566,2755,About Schmidt,alexander payne jack nicholson drama wife husband relationship
1567,82654,Warm Bodies,jonathan levine nicholas hoult horror post-apocalyptic
1568,59967,Looper,rian johnson joseph gordon-levitt action suicide
1570,9598,Babe,chris noonan christine cavanaugh fantasy sheep
1571,82696,Hope Springs,david frankel meryl streep drama renewing wedding vows
1572,9870,Forgetting Sarah Marshall,nicholas stoller jason segel comedy hawaii
1573,8292,Four Brothers,john singleton mark wahlberg action brother brother relationship
1574,8780,Baby Mama,michael mccullers tina fey comedy pregnancy and birth
1575,9715,Hope Floats,forest whitaker sandra bullock drama texas
1576,10521,Bride Wars,gary winick anne hathaway comedy bride
1577,10762,Without a Paddle,steven brill seth green action death of a friend
1578,10096,13 Going on 30,gary winick jennifer garner comedy new york
1579,59436,Midnight in Paris,woody allen owen wilson fantasy paris
1580,227783,The Nut Job,peter lepeniotis will arnett animation squirrel
1581,4133,Blow,ted demme johnny depp crime 1970s
1582,10207,Message in a Bottle,luis mandoki kevin costner romance sailboat
1583,172,Star Trek V: The Final Frontier,william shatner william shatner science fiction federation
1584,21972,Like Mike,john schultz shad moss comedy bet
1585,36593,The Naked Gun 33⅓: The Final Insult,peter segal leslie nielsen comedy undercover
1586,707,A View to a Kill,john glen roger moore adventure paris
1587,533,The Curse of the Were-Rabbit,nick park peter sallis adventure competition
1588,6023,P.S. I Love You,richard lagravenese hilary swank drama job-hopping
1589,6439,Racing Stripes,frederik du chau frankie muniz comedy love of animals
1590,4347,Atonement,joe wright keira knightley drama based on novel
1591,37056,Letters to Juliet,gary winick amanda seyfried comedy italy
1592,4105,Black Rain,ridley scott michael douglas action japan
1593,76489,The Three Stooges,bobby farrelly sean hayes comedy duringcreditsstinger
1594,3933,Corpse Bride,tim burton johnny depp romance shyness
1595,9918,Glory Road,james gartner josh lucas drama basketball
1596,273481,Sicario,denis villeneuve emily blunt action mexico
1597,307081,Southpaw,antoine fuqua jake gyllenhaal action sport
1598,16871,Drag Me to Hell,sam raimi alison lohman horror gypsy
